[Year],[S&E Fields],[Board field],[Public or Private],[Institution Name],[Citizenship],[Sex],Graduate students
2018,Science,Mathematics and statistics,Public,"California State Polytechnic University, Pomona",Foreign nationals,Female,5
2018,Science,Mathematics and statistics,Public,San Jose State University,Foreign nationals,Male,5
2018,Science,Natural resources and conservation,Public,"University of California, Davis",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,5
2018,Science,Physical sciences,Public,"California Polytechnic State University, San Luis Obispo",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,5
2018,Science,Physical sciences,Public,"California State Polytechnic University, Pomona",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,5
2018,Science,Physical sciences,Public,"California State University, Fullerton",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,5
2018,Science,Physical sciences,Public,San Francisco State University,Foreign nationals,Male,5
2018,Science,Psychology,Public,"California Polytechnic State University, San Luis Obispo",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,5
2018,Science,Psychology,Public,"University of California, Davis",Foreign nationals,Male,5
2018,Science,Psychology,Public,"University of California, Irvine",Foreign nationals,Male,5
2018,Science,Psychology,Public,"University of California, Irvine",Foreign nationals,Female,5
2018,Science,Psychology,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,5
2018,Science,Psychology,Public,"University of California, San Diego",Foreign nationals,Male,5
2018,Science,Psychology,Private,California Lutheran University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,5
2018,Science,Psychology,Private,Fielding Graduate University,Foreign nationals,Female,5
2018,Science,Social sciences,Private,California Lutheran University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,5
2018,Engineering,Engineering,Public,"California State University, Fresno",Foreign nationals,Female,5
2018,Engineering,Engineering,Public,San Francisco State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,5
2018,Engineering,Engineering,Private,University of the Pacific,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,5
2018,Science,Biological and biomedical sciences,Public,"California State University, Fullerton",Foreign nationals,Female,4
2018,Science,Biological and biomedical sciences,Private,Marshall B. Ketchum University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,4
2018,Science,Biological and biomedical sciences,Private,University of San Francisco,Foreign nationals,Female,4
2018,Science,Computer and information sciences,Private,California Institute of Technology,Foreign nationals,Male,4
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,Naval Postgraduate School,Foreign nationals,Male,4
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,San Diego State University,Foreign nationals,Male,4
2018,Science,Mathematics and statistics,Public,"California State University, Fresno",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,4
2018,Science,Mathematics and statistics,Private,National University,Foreign nationals,Female,4
2018,Science,Multidisciplinary and interdisciplinary studies,Public,"California State University, Long Beach",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,4
2018,Science,Multidisciplinary and interdisciplinary studies,Public,San Jose State University,Foreign nationals,Male,4
2018,Science,Multidisciplinary and interdisciplinary studies,Private,University of La Verne,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,4
2018,Science,Multidisciplinary and interdisciplinary studies,Private,University of the Pacific,Foreign nationals,Female,4
2018,Science,Natural resources and conservation,Public,"California State University, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,4
2018,Science,Natural resources and conservation,Public,San Francisco State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,4
2018,Science,Natural resources and conservation,Public,"University of California, Riverside",Foreign nationals,Male,4
2018,Science,Natural resources and conservation,Public,"University of California, Santa Cruz",Foreign nationals,Female,4
2018,Science,Physical sciences,Public,"California State University, Long Beach",Foreign nationals,Male,4
2018,Science,Physical sciences,Public,"California State University, Los Angeles",Foreign nationals,Male,4
2018,Science,Physical sciences,Public,San Jose State University,Foreign nationals,Male,4
2018,Science,Psychology,Public,"California State University, San Bernardino",Foreign nationals,Female,4
2018,Science,Psychology,Public,"University of California, Berkeley",Foreign nationals,Male,4
2018,Science,Psychology,Private,Azusa Pacific University,Foreign nationals,Female,4
2018,Science,Psychology,Private,Santa Clara University,Foreign nationals,Male,4
2018,Science,Social sciences,Public,"California State University, Northridge",Foreign nationals,Male,4
2018,Science,Social sciences,Public,"California State University, Stanislaus",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,4
2018,Science,Social sciences,Public,San Jose State University,Foreign nationals,Male,4
2018,Science,Social sciences,Private,Pepperdine University,Foreign nationals,Male,4
2018,Science,Social sciences,Private,University of La Verne,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,4
2018,Science,Social sciences,Private,University of the Pacific,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,4
2018,Engineering,Engineering,Public,"California Polytechnic State University, San Luis Obispo",Foreign nationals,Female,4
2018,Science,Biological and biomedical sciences,Public,"California State University, Dominguez Hills",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,3
2018,Science,Biological and biomedical sciences,Public,"California State University, Fresno",Foreign nationals,Male,3
2018,Science,Biological and biomedical sciences,Public,"California State University, Fresno",Foreign nationals,Female,3
2018,Science,Biological and biomedical sciences,Private,Claremont Graduate University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,3
2018,Science,Biological and biomedical sciences,Private,University of the Pacific,Foreign nationals,Female,3
2018,Science,Computer and information sciences,Private,Chapman University,Foreign nationals,Female,3
2018,Science,Computer and information sciences,Private,International Technological University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,3
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,3
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, San Bernardino",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,3
